SubNum,Task,Day,NeutLoRT,FearLoRT,MorphLoRT,HouseLoRT,NeutHiRT,FearHiRT,MorphHiRT,HouseHiRT,NeutLoAcc,FearLoAcc,MorphLoAcc,HouseLoAcc,NeutHiAcc,FearHiAcc,MorphHiAcc,HouseHiAcc,TraitAnx,Fear-NeutLoRT,Morph-HouseLoRT,Fear-NeutHiRT,Morph-HouseHiRT,Morph-FearLoRT,Morph-FearHiRT,Morph-NeutLoRT,Morph-NeutHiRT
sub032,FaceHouse,1,0.477948888889,0.479522898551,0.489635571429,0.484340151515,0.652863555556,0.643440652174,0.620806521739,0.691246136364,0.807692307692,0.8625,0.886075949367,0.857142857143,0.616438356164,0.630136986301,0.676470588235,0.676923076923,33,0.00157400966184,0.00529541991342,-0.00942290338164,-0.0704396146245,0.0101126728778,-0.0226341304348,0.0116866825397,-0.0320570338164
sub032,FaceHouse,2,0.439278955224,0.437220923077,0.430201764706,0.442121168831,0.553204897959,0.580292307692,0.532250833333,0.545905306122,0.87012987013,0.855263157895,0.85,0.885057471264,0.59756097561,0.634146341463,0.75,0.680555555556,33,-0.00205803214696,-0.0119194041253,0.0270874097331,-0.0136544727891,-0.00701915837104,-0.048041474359,-0.009077190518,-0.0209540646259
sub033,FaceHouse,1,0.621633246753,0.6236475,0.624653561644,0.636722162162,0.841241940299,0.802935087719,0.79717796875,0.922516271186,0.987179487179,0.987012987013,0.960526315789,0.973684210526,0.881578947368,0.75,0.820512820513,0.75641025641,55,0.00201425324675,-0.0120686005183,-0.0383068525792,-0.125338302436,0.00100606164384,-0.0057571189693,0.00302031489059,-0.0440639715485
sub033,FaceHouse,2,0.613448571429,0.609984324324,0.62817,0.597196162791,0.849840821918,0.80822173913,0.8127604,0.837264237288,1.0,0.986666666667,0.9875,0.988505747126,0.879518072289,0.831325301205,0.9375,0.808219178082,55,-0.00346424710425,0.0309738372093,-0.0416190827874,-0.0245038372881,0.0181856756757,0.00453866086957,0.0147214285714,-0.0370804219178
sub034,FaceHouse,1,0.589647183099,0.584401038961,0.595992162162,0.55462943662,0.707651355932,0.699540576923,0.685068947368,0.729253392857,0.959459459459,0.9625,0.948717948718,0.934210526316,0.786666666667,0.658227848101,0.721518987342,0.717948717949,23,-0.00524614413755,0.0413627255424,-0.00811077900913,-0.0441844454887,0.0115911232011,-0.0144716295547,0.00634497906357,-0.0225824085638
sub034,FaceHouse,2,0.572735526316,0.546713513514,0.57286525,0.568325243902,0.657522698413,0.658246153846,0.67611122807,0.655396111111,1.0,0.986666666667,1.0,0.964705882353,0.7875,0.77380952381,0.7125,0.739726027397,23,-0.0260220128023,0.00454000609756,0.000723455433455,0.0207151169591,0.0261517364865,0.017865074224,0.00012972368421,0.0185885296575
sub035,FaceHouse,1,0.519477792208,0.525453815789,0.512939350649,0.553483815789,0.742938208955,0.687175090909,0.742875357143,0.687041929825,0.987179487179,0.962025316456,1.0,0.987012987013,0.8375,0.714285714286,0.708860759494,0.74025974026,39,0.00597602358168,-0.0405444651401,-0.0557631180461,0.0558334273183,-0.0125144651401,0.0557002662338,-0.00653844155844,-6.28518123669e-05
sub035,FaceHouse,2,0.510010921053,0.509145694444,0.501432405063,0.52659452381,0.68379,0.676390985915,0.676361060606,0.683747454545,0.987012987013,0.96,0.9875,0.965517241379,0.66265060241,0.855421686747,0.825,0.753424657534,39,-0.000865226608187,-0.0251621187462,-0.00739901408451,-0.00738639393939,-0.00771328938115,-2.99253094326e-05,-0.00857851598934,-0.00742893939394
sub037,FaceHouse,1,0.491281492537,0.505969285714,0.496947894737,0.515232739726,0.684110238095,0.638424565217,0.611317346939,0.705103636364,0.848101265823,0.864197530864,0.95,0.9125,0.538461538462,0.582278481013,0.620253164557,0.564102564103,54,0.014687793177,-0.0182848449892,-0.0456856728778,-0.0937862894249,-0.00902139097744,-0.0271072182786,0.00566640219953,-0.0727928911565
sub037,FaceHouse,2,0.434641111111,0.423647213115,0.439679295775,0.455107162162,0.511067608696,0.48170122807,0.511063392857,0.525592926829,0.818181818182,0.802631578947,0.8875,0.850574712644,0.55421686747,0.678571428571,0.7,0.561643835616,54,-0.0109938979964,-0.0154278663875,-0.0293663806255,-0.0145295339721,0.0160320826599,0.029362164787,0.00503818466354,-4.2158385094e-06
sub038,FaceHouse,1,0.603899571429,0.62744472973,0.601624444444,0.616037162162,0.827072244898,0.828677017544,0.824503541667,0.832115384615,0.886075949367,0.936708860759,0.923076923077,0.986666666667,0.662162162162,0.802816901408,0.64,0.712328767123,34,0.0235451583012,-0.0144127177177,0.0016047726459,-0.00761184294872,-0.0258202852853,-0.00417347587719,-0.00227512698413,-0.00256870323129
sub038,FaceHouse,2,0.524828888889,0.545537428571,0.566405405405,0.547328554217,0.683746666667,0.699984117647,0.684732424242,0.695321764706,0.935064935065,0.933333333333,0.925,0.976470588235,0.759036144578,0.809523809524,0.825,0.698630136986,34,0.0207085396825,0.0190768511885,0.0162374509804,-0.0105893404635,0.020867976834,-0.0152516934046,0.0415765165165,0.000985757575757
sub039,FaceHouse,1,0.621601470588,0.607627462687,0.621334461538,0.625349193548,0.706920769231,0.756030652174,0.722797234043,0.673614666667,0.871794871795,0.827160493827,0.822784810127,0.805194805195,0.641975308642,0.589743589744,0.594936708861,0.576923076923,28,-0.0139740079017,-0.00401473200993,0.0491098829431,0.0491825673759,0.0137069988519,-0.0332334181314,-0.000267009049773,0.0158764648118
sub039,FaceHouse,2,0.525338356164,0.541845072464,0.526357402597,0.55748345679,0.693629,0.654905555556,0.691995396825,0.672473103448,0.948051948052,0.907894736842,0.9625,0.931034482759,0.722891566265,0.857142857143,0.79746835443,0.794520547945,28,0.0165067162994,-0.0311260541927,-0.0387234444444,0.0195222933771,-0.0154876698664,0.0370898412698,0.00101904643302,-0.0016336031746
sub040,FaceHouse,1,0.567601842105,0.5887516,0.577112987013,0.585568607595,0.8321546875,0.865163442623,0.872867384615,0.858922241379,0.962025316456,0.986842105263,0.987179487179,1.0,0.820512820513,0.871428571429,0.890410958904,0.816901408451,54,0.0211497578947,-0.00845562058195,0.033008755123,0.0139451432361,-0.011638612987,0.00770394199243,0.00951114490772,0.0407126971154
sub040,FaceHouse,2,0.546874545455,0.539805,0.561213417722,0.570502619048,0.72758369863,0.761726455696,0.753774342105,0.797652575758,1.0,1.0,1.0,0.988235294118,0.901234567901,0.940476190476,0.962025316456,0.929577464789,54,-0.00706954545455,-0.0092892013261,0.0341427570661,-0.0438782336523,0.0214084177215,-0.00795211359094,0.014338872267,0.0261906434751
sub041,FaceHouse,1,0.580841780822,0.597948783784,0.586002207792,0.601431333333,0.854160769231,0.879267090909,0.812718253968,0.922527962963,0.948051948052,0.936708860759,0.9625,0.974025974026,0.693333333333,0.743243243243,0.818181818182,0.72,37,0.0171070029619,-0.0154291255411,0.0251063216783,-0.109809708995,-0.0119465759916,-0.0665488369408,0.00516042697029,-0.0414425152625
sub041,FaceHouse,2,0.551363611111,0.57826369863,0.559176075949,0.55321686747,0.782569402985,0.75135358209,0.758738714286,0.786045689655,0.947368421053,0.960526315789,0.9875,0.96511627907,0.807228915663,0.797619047619,0.875,0.794520547945,37,0.026900087519,0.00595920847949,-0.0312158208955,-0.0273069753695,-0.0190876226808,0.00738513219616,0.00781246483826,-0.0238306886994
